GUCI;TitleVONDELHABAND_-NAT00Z04Y2N;Halsbandparkieten in het voorjaar in het Vondelpark
0000PORSELEIN-NAT00Z03NSL;Foeragerende en poetsende porseleinhoen
0000ZOMERTALI-NAT00Z03NUT;Mannetje en vrouwtje zomertaling
0001SIJS00000-NAT00Z03O67;Sijsje in de bomen
115A_2_VINKZI-NAT00Z00TW7;Zingende vink
302A_3_ROTGAN-NAT00Z00VS8;Rotganzen in een weiland
443A_1_STELTE-NAT00Z01360;Grauwe ganzen en kieviten
481A_2_ZEEKOE-NAT00Z013HG;Zeekoeten in winterkleed
675A_2_KRAANV-NAT00Z01NKL;Kraanvogelpaar in het Fochteloërveen
286A_3_REEBUI-NAT00Z00VSQ;Lichtebuizerd loopt over kadaver edelhert
0000HOLENDUIF-NAT00Z03NQB;Holenduif
0000GRZILVERR-NAT00Z03NQ7;Grote zilverreiger in boom en weiland
0000ROODKEELD-NAT00Z03NT2;Roodkeelduiker in zomerkleed
0000VISAREND0-NAT00Z03NU4;Zittende visarend met vis als prooi
251A_1_ZANGVO-NAT00Z00VR1;Merels en mezen
375A_1_KLAUWI-NAT00Z0138V;Grauwe klauwier
5713_2_EILAND-NAT00Z03K3F;Eilanden in de Maas bij Borgharen
0001BLAUWEREI-NAT00Z03NV8;Blauwe reiger met dode waterhoen
0003GRBONTESP-NAT00Z03O0H;Grote bonte specht aan de feeders
0000GRKAREKIE-NAT00Z03NPX;Grote karekiet zingend
AKKERRANDWINT-NAT00Z056FS;Akkerrand in de winter
0277_2_WULPWE-NAT00Z00TPJ;Wulp
0540_1_WULPEN-NAT00Z00TRB;Wulpen fouragerend in weiland
738A_2_KOLGAN-NAT00Z01N7Q;Kolganzen landen in weiland
EF07029_3_BRG-NAT00Z01NTS;Poetsende en rustende bergeenden
080101_1_BOPI-NAT00Z02H3A;Boompieper zingend in boom
400A_3_UILSKU-NAT00Z0136Z;Uilskuikens (ransuilen)
020907_1_WARA-NAT00Z02H10;Waterral in rietkraag en op het ijs
1702_1_VOGELS-NAT00Z02ARC;Blauwe reigers, aalscholvers en kokmeeuwen foerageren langs de oever van een plas
VOOPOELGEDIER-NAT00Z04Y42;Schapen en vele vogelsoorten in Polder Poelgeest
0410_1_HAVIKJ-NAT00Z00TIA;Jonge havik
340A_2_KOEKOE-NAT00Z012WN;Roepende koekoek
EP06168_4_RIE-NAT00Z01NBH;Zingende rietzanger
1708_1_RUNDER-NAT00Z02ARR;Gallowayrunderen en een reiger lopen door de bevroren uiterwaarden
0001BOSUIL001-NAT00Z03NVH;Bosuil in schoorsteen
0000OEVERZWAL-NAT00Z03NSD;Natuurlijke oeverzwaluwwal met oeverzwaluw
0530_10_STRAN-NAT00Z00TUK;Bonte strandlopers
EP06136_2_ZEE-NAT00Z013QH;Vliegende zeearend
1010B_2_EENDE-NAT00Z02AQF;Verschillende soorten eenden, ganzen en zwanen in het open water
1009_5_MEERKO-NAT00Z023ER;Meerkoeten schuifelen over het ijs rondom open water
VONDELKAUBOOM-NAT00Z04Y2P;Kolonie kauwen in de bomen van het Vondelpark
GEELGORSINSNE-NAT00Z056GS;Geelgorzen in de sneeuw
621A_4_HAVIKP-NAT00Z01M4N;Havik jagend en op paal
EP06115_1_GAN-NAT00Z01NUB;Grauwe ganzen met kuikens op dijkje
EP06170_1_IJS-NAT00Z01NJG;IJsvogel vliegt nestgang in
0001KOEKOEK00-NAT00Z03NWN;Roepende koekoek
621A_3_PUTTER-NAT00Z01M1I;Putters of distelvinken
041303_1_SPRZ-NAT00Z02H1K;Sprinkhaanrietzanger in het riet
0001KIEVIT000-NAT00Z03NWH;Kievit op nest met eieren in grasland
0002STORMMEEU-NAT00Z03O04;Stormmeeuw in winterkleed boven zee
BEEKDALLEIJ__-NAT00Z056FW;Beekdal de Oude Leij
0001HUISZWALU-NAT00Z03NWA;Huiszwaluw voerend bij kunstnest
0000HOUTDUIF0-NAT00Z03NQD;Grote groep houtduiven
563A_1_GRUTTO-NAT00Z013K8;Groenpootruiters
684A_2_BUIZER-NAT00Z01NOO;Buizerd in het Fochteloërveen
653A_2_KRUISB-NAT00Z01N8Y;Kruisbekken in spar
EP06102_1_RBT-NAT00Z01NHU;Roodborsttapuiten op heide
0001GEKRROODS-NAT00Z03NVT;Gekraagde roodstaart
0006LEPELAAR0-NAT00Z03O28;Lepelaar in goud licht bij zonsondergang
0000ZWARSPECH-NAT00Z03NUW;Zwarte specht bij nesthol en drinkend
0000WULP00000-NAT00Z03NUN;Grote groep wulpen
6007_1_GETIJD-NAT00Z04XQP;Moerasplanten in Klein Profijt
STEENUILADULT-NAT00Z056IK;Volwassen steenuil kijkend
436A_1_SCSTEL-NAT00Z0135B;Grote groep scholeksters vliegt op
560A_2_KWIKST-NAT00Z013HE;Grote gele kwikstaart
070506_1_TAPU-NAT00Z02H2Y;Tapuit in plas-drasgebied
100101_2_CAGA-NAT00Z02H4P;Canadese gans
0000WATERSPRE-NAT00Z03NUB;Foeragerende waterspreeuw
GROTEZILVEREI-NAT00Z056H2;Grote zilverreiger foerageert
274A_1_GEELGO-NAT00Z00VR3;Geelgorsen in sneeuw
359A_2_LPLVLG-NAT00Z01380;Lepelaarskolonie op Texel
1011_1_KIEVIT-NAT00Z02AMX;Grote groep kieviten staan in een ondergelopen grasland
0002KRAMSVOGE-NAT00Z03NZN;Kramsvogels op hangend fruit
0004ROTGANS00-NAT00Z03O1R;Rotganzen op het strand
0000WINTERKON-NAT00Z03NUG;Zingende winterkoning
3001A_1_OOIEV-NAT00Z02H5L;Twee ooievaars op hun nest in een hoogstamboomgaard
0001ROTGANS00-NAT00Z03NXK;Rotganzen met afschrikmiddelen
398A_2_TURELU-NAT00Z01354;Tureluur op een paal
488A_5_APVINK-NAT00Z013QE;Appelvink
EP06039_1_GAN-NAT00Z01NGN;Grauwe ganzen met kleine kuikens
EP06179_4_ZWA-NAT00Z01N9K;Zwanen met donskuikens
020101_1_GEKW-NAT00Z02H09;Gele kwikstaart zoekt voedsel en zit op hek
0000DRIETEENM-NAT00Z03NOW;Drieteenmeeuw op strand
0000ROODMUS00-NAT00Z03NT4;Zingende roodmus
0000ZANGLIJST-NAT00Z03NUO;Zingende zanglijster en Bessenetende zanglijster
0203_3_BRGANS-NAT00Z00TDD;Brandganzen landend en fouragerend in weiland
80A_1_NRDSTRN-NAT00Z00TE8;Baltsende grote sternen
350A_4_VISDIE-NAT00Z012X1;Kuikens visdief
680A_1_KRAANV-NAT00Z013I3;Kraanvogelpaar vliegt weg
0003BUIZERD00-NAT00Z03O0E;Buizerd met prooi
0000BOSRIETZA-NAT00Z03NOJ;Bosrietzanger
0001OEVERZWAL-NAT00Z03NX4;Kunstmatige oeverzwaluwwal van beton met oeverzwaluw
5907_2_ABEEK_-NAT00Z04XOY;Recreatie en natuurgebieden langs de Abeek in het Kempen~Broek
SP045VOGBADD1-NAT00Z0577H;Badderende vogels
EP06037_2_FUU-NAT00Z01NIS;Geoorde futen en dodaars
5313_1_STEILR-NAT00Z03K22;Broedende oeverzwaluwen langs de Maas
0000EIDEREEND-NAT00Z03NP0;Eider
0000NACHTEGAA-NAT00Z03NS3;Zingende nachtegaal
1707_2_GANZEN-NAT00Z02ARP;Groepen kolganzen vliegen over de uiterwaarden
020605_2_WASN-NAT00Z02H0U;Watersnip aan het foerageren
0000HUISKRAAI-NAT00Z03NQF;Huiskraai met kauw
0000OEHOE0000-NAT00Z03O6W;Oehoe zittend in de boom
6021_5_HARING-NAT00Z04XRW;Het natuurgebied Kwade Hoek bij de Haringvlietsluizen
DODAARSVOORJA-NAT00Z056GI;Dodaars in voorjaarskleed
655A_1_BLKIEK-NAT00Z01N8R;Jagende blauwe kiekendief
020701_1_ZOTO-NAT00Z02H0W;Zomertortel op grasland
5235_2_GANZEN-NAT00Z03K1K;Grazende ganzen op de ondergelopen oevers van de Maas
0001EIDEREEND-NAT00Z03NVP;Eiders met jongen
0001BOOMKLEVE-NAT00Z03NVG;Boomklever voerend
0002KLMANTELM-NAT00Z03NZE;Kleine mantelmeeuwen parend en in kolonie
ATELES151LI06-NAT00Z04I5S;Maretak in de bomen in Limburg
109A_2_SCHOLE-NAT00Z00UFJ;Scholeksters badderend
1707_1_GANZEN-NAT00Z02ARO;Grote groep kolganzen strijkt neer in de uiterwaarden
0000VINK00000-NAT00Z03NU3;Zingende vink
EP06172_4_LEP-NAT00Z01NKW;Lepelaarkolonie op de Schorren, Texel
971018_3_ROEK-NAT00Z02H8J;Roek op nest
0005LEPELAAR0-NAT00Z03O22;Vliegende lepelaars
0000WILDEZWAA-NAT00Z03NUF;Wilde zwaan in de sneeuw en op het ijs
VKA132_003_06-NAT00Z04Y29;Bonte specht foerageert
247A_1_GRGELE-NAT00Z00VQV;Grote gele kwikstaart
501A_2_KOOLME-NAT00Z013LZ;Koolmees in de sneeuw
0000MEREL0000-NAT00Z03NRZ;Zingend mannetje merel
0000KWARTELKO-NAT00Z03NRU;Kwartelkoning
0000PATRIJS00-NAT00Z03O64;Patrijs in groepje in weiland
6018_3_KREKEN-NAT00Z04XRI;Watervogels foerageren op de droogstaande bedding van een getijdenkreek
127A_1_SCHOLE-NAT00Z00TQ5;Scholeksters en goudplevieren
EP06102_4_GRU-NAT00Z01NJC;Grutto op paal en in weiland
EP06167_6_KWI-NAT00Z01NAH;Witte kwikstaart baddert en poetst veren
1712_1_ROOFVO-NAT00Z02AS5;Een blauwe kiekendief is op jacht boven een ruig winters landschap
950128_1_MEKO-NAT00Z02H7Y;Meerkoet in stadsgrachtnest
0001KANOET000-NAT00Z03NWC;Grote groep vliegende en lopende kanoeten
0000KRAANVOGE-NAT00Z03NRI;Foeragerende kraanvogel
0000ZWARTKOP0-NAT00Z03NUY;Zingende zwartkop
ATELES141LIM6-NAT00Z04I5A;Graften in Limburg en weilanden
1010B_1_ZWAAN-NAT00Z02AQD;Een groep kleine zwanen in het ondiepe water
971003_1_KLRI-NAT00Z02H8D;Kleine rietgans in een weiland
110101_2_HODU-NAT00Z02H4T;Holenduif in een perceel wintertarwe
0000PESTVOGEL-NAT00Z03NSI;Pestvogel in struiken met bessen
0002TORENVALK-NAT00Z03O05;Torenvalk op paaltje
021VOGELOPVAN-NAT00Z05003;Vogelopvang
VKB050_052_07-NAT00Z050SM;Zwartkop neemt bad
VKB046_005_07-NAT00Z050Q8;Meerkoeten paren op nest in stadsgracht
0217_6_SPECHT-NAT00Z00TSU;Groene specht
EP06132_1_ZEE-NAT00Z013HM;Zeearendjong doet eerste vliegoefeningen
501A_1_MMEREL-NAT00Z013N0;Merel in een sneeuwbui
743A_2_KIEKEN-NAT00Z01NMS;Bruine kiekendief vliegt jagend boven moeras
GEELGORSINHEG-NAT00Z056GR;Geelgors in een gevlochten heg
440A_2_WATERV-NAT00Z0137R;Lepelaars in het Lauwersmeer
070107_2_GAAI-NAT00Z02H2E;Gaai met nestmateriaal en noten
0002GRBONTESP-NAT00Z03NZ2;Roffelende grote bonte specht
0000KROONEEND-NAT00Z03NRM;Zwemmende en poetsende krooneenden
VKA210_001_11-NAT00Z050Q4;Oeverzwaluwen nestelen in zandberg
SLOBEENDZWEMM-NAT00Z056IH;Slobeenden foerageren
61A_1_WULPNKP-NAT00Z00UDB;Wulpen fouragerend
EF07029_6_BRG-NAT00Z01NTR;Blauwe reiger loopt door ondiep water
970905_1_MIZA-NAT00Z02H8A;Middelste zaagbek in Oosterschelde
070702_1_KLZI-NAT00Z02H32;Kleine zilverreiger in boom en kreek
0813B_1_PETIT-NAT00Z02H3Q;Het moerasbos bij Lanaye gezien vanaf het water
026VOGELOPVAN-NAT00Z05007;Vogelopvang
738A_4_GRASPI-NAT00Z01NEY;Graspieper loopt over ijs
0000PIJLSTAAR-NAT00Z03NSJ;Pijlstaart mannetje en vrouwtje
VKB085_039_06-NAT00Z050RH;Meerkoeten onderhouden het nest
0128_3_GANZEN-NAT00Z00TCQ;Grauwe ganzen voor jachtslot Sint Hubertus
1010A_2_REIGE-NAT00Z023FI;Jonge blauwe reiger loopt op het ijs
LAND_GANZEN__-NAT00Z055L5;Grauwe ganzen op een ven
BUITENGEWO_22-NAT00Z05782;Zwarte stern
0366_7_DWERGS-NAT00Z00TWJ;Dwergsterns boven strand
0000HEGGENMUS-NAT00Z03NQA;Zingende en poetsende heggenmus
6027_2_BIESBO-NAT00Z04XSK;Veel verschillende watervogels leven op de Tongplaat
VONDELKAUTERR-NAT00Z04Y2R;Kauwen op het terras in het Vondelpark
RINGMUSTUSSEN-NAT00Z056IB;Ringmussen zoeken voedsel
341A_1_VISDIE-NAT00Z01324;Visdieven baltsend en met kuikens
751A_3_WATERS-NAT00Z01NOP;Watersnip in een rietveld
EP06086_3_VOG-NAT00Z01N9U;Pimpelmees, koolmees, vink, boomklever en klapekster in sneeuw
0000GRAUWKIEK-NAT00Z03NPP;Vliegende grauwe kiekendief
0000HUISZWALU-NAT00Z03NQH;Metselende huiszwaluw
0001KLUUT0000-NAT00Z03NWL;Kluut met jongen
BLAUWBORSTZIN-NAT00Z056G0;Zingende blauwborst
SP033LANDSBK3-NAT00Z05772;Blauwe Kamer: Lepelaars in slowmotion
47A_4_PAAPJES-NAT00Z00UCR;Paapje en roodborsttapuit
500A_4_GRWGAN-NAT00Z013NN;Kolganzen en grauwe ganzen op Texel
603A_1_WAHOEN-NAT00Z01M33;Waterhoenjong wordt verjaagd door volwassen waterhoen
1009_1_REIGER-NAT00Z02AQ6;Een blauwe reiger jaagt tussen het riet
060103_1_GRBO-NAT00Z02H21;Grote bonte specht met jong
020901_1_BLBO-NAT00Z02H0Z;Blauwborst aan de zang
00002VLIELAND-NAT00Z02YA2;Overzicht Kroonspolders
0000GRZEEEEND-NAT00Z03NQ6;Grote zee-eend zwemmend
253A_1_GRUTHA-NAT00Z00VPG;Grutto's en haas in weiland
634A_4_AALSGO-NAT00Z00WDK;Aalscholver droogt veren
689A_1_RIETGO-NAT00Z01NB0;Rietgors op rietstengel
0366_2_VISDIE-NAT00Z00TS1;Noordse stern eet vis in visdievenkolonie
415A_1_TIJWAD-NAT00Z013BY;Opkomend tij tussen stenen zeewering, blaaswier en zilvermeeuw
656A_1_KARKAS-NAT00Z01NGK;Raven bij kadaver edelhert
1705_2_SPERWE-NAT00Z02AMZ;Mannetjes sperwer in wilgenboom
041301_1_BLKI-NAT00Z02H1J;Blauwe kiekendief met nest
031501_1_SLVA-NAT00Z02H1E;Slechtvalk op jacht
0601_3_REIGER-NAT00Z00UF2;Reiger in de haven
341A_4_KLUUTE-NAT00Z012WU;Kluten en jong kuiken
EP06133_4_ZEE-NAT00Z013HS;Zeearendpaar in de Oostvaardersplassen
EP06176_4_BBP-NAT00Z01NQZ;Kleine plevier doet alsof hij gewond is
0002IJSVOGEL0-NAT00Z03O6U;IJsvogel in de sneeuw
0001OOIEVAAR0-NAT00Z03NX5;Ooievaars in een weiland en op lichtmast
0000BONTBEKPL-NAT00Z03O63;Bontbekplevier broedend
VKB047_025_07-NAT00Z050QD;Fuut zit op nest in stadsgracht
262A_2_SNGANS-NAT00Z00VSG;Sneeuwganzen
950112_1_ZWST-NAT00Z02H7V;Zwarte stern in De Wieden
5405_1_BUFFER-NAT00Z03K2C;De oude kleiputten bij Loevestein
0000DODAARS00-NAT00Z03NOU;Dodaars
GROENLINGOPKL-NAT00Z056GZ;Groenlingen op grote klit
443A_2_STELTE-NAT00Z0134M;Groenpootruiter in ondiep water
662A_2_BRAAKB-NAT00Z01NIE;Braakbal van klapekster
EF07031_1_KIE-NAT00Z01NU7;Kieviten en goudplevieren in weiland
EP06168_1_BON-NAT00Z01NF9;Zingende bonte vliegenvanger
020602_1_BOVA-NAT00Z02H0S;Boomvalk poetsend in boom
0000GEELGORS0-NAT00Z03NPB;Zingende geelgors
0000SLOBEEND0-NAT00Z03NTB;Mannetje en vrouwtje slobeend
SP017VOERGIES-NAT00Z054UD;Vogels voeren landelijke tuin (Staartmees, gbs, winterkoning, merel, roodborst
622A_3_PUTTER-NAT00Z00W8A;Putters
489A_4_WITBUI-NAT00Z013QC;Witte buizerd
020803_1_RBTA-NAT00Z02H0Y;Roodborsttapuit op tak
440A_1_WATERV-NAT00Z01392;Lauwersmeer met bruine kiekendief en veel vogels
0002DWERGSTER-NAT00Z03NYY;Paring en visoverdracht dwergstern
0000KNEU00000-NAT00Z03NRA;Foeragerende en zingende kneu
250A_2_MUSSEN-NAT00Z00VQK;Heggenmus en huismus
690A_5_POETSV-NAT00Z01NLE;Watervogels poetsen veren
0005GROTESTER-NAT00Z03O1V;Massaal vliegende grote sterns
0000VISDIEF00-NAT00Z03NU5;visdief
350A_6_KMEEUW-NAT00Z012YP;Kokmeeuwen met grote kuikens
533A_3_KEMPHA-NAT00Z013LA;Kemphanen op drassig weiland
338A_2_BIJETR-NAT00Z012X6;Bijeneters
410A_3_ROOFVO-NAT00Z01381;Buizerd op tak
052003_1_HABA-NAT00Z02H1Y;Halsbandparkiet in het Vondelpark
0003KLZWAAN00-NAT00Z03O0R;Kleine zwanen op het water
0001RANSUIL00-NAT00Z03NXB;Ransuil rustend in boom
0000SCHOLEKST-NAT00Z03NT9;Scholeksters op hoogwatervluchtplaats
273A_2_EENDDU-NAT00Z00VQN;Nonnetje (vogel)
0003KIEVIT000-NAT00Z03O0P;Kievit met donsjongen
0000KLSTRLOPE-NAT00Z03NR3;Foeragerende kleine strandloper
VONDELHALSBAN-NAT00Z04Y2O;Halsbandparkiet in het Vondelpark
0531_1_WASNIP-NAT00Z00UJZ;Watersnip
5235_3_HOOGWA-NAT00Z03K1L;Hoogwater van de Maas bij Keent
0000KLAPEKSTE-NAT00Z03NQT;Klapekster in struiken
0001STORMMEEU-NAT00Z03NXP;Stormmeeuw in broedkolonie
VONDELKAUPRUL-NAT00Z04Y2Q;Kauwen rondom afvalresten bij een prullenbak
0437_4_VISDIE-NAT00Z00TEO;Visdief broedend tussen zeekraal
EF07022_5_TOE-NAT00Z01NT8;Kolganzen en toendrarietganzen landen op maisakker
0001WILDEEEND-NAT00Z03NYG;Vrouwtje wilde eend met jongen
ZWAANVECHWEDR-NAT00Z04Y62;Afloop van een zwanengevecht
KERKUILRING02-NAT00Z0506J;Kerkuilen ringen, wegen en meten
SP014VOERPIMP-NAT00Z054UA;Vogels voeren pimpelmees
275A_1_ROODBO-NAT00Z00VPZ;Roodborstje in sneeuw
337A_6_FLAMIN-NAT00Z012XB;Flamingo's
980304_2_KLSL-NAT00Z02H8S;Kleine strandloper langs de oever van de Dollard
910213_1_HOSN-NAT00Z02H7N;Houtsnip in het bos
0426_5_GEOORD-NAT00Z00TEX;Geoorde fuut op nest met kuiken
593A_1_ZWSPEC-NAT00Z013K2;Zwarte specht
EP06171_2_GRA-NAT00Z01NLZ;Zingende grasmus
0000BUIDELMEE-NAT00Z03NOQ;Buidelmees
0001KRAANVOGE-NAT00Z03NWS;Parende kraanvogels
0000NIJLGANS0-NAT00Z03NS5;Zwemmende en grazende nijlganzen
0000WOUDAAP00-NAT00Z03NUM;Klimmende en vliegende woudaap
242A_4_GRAUWE-NAT00Z00VPB;Grauwe ganzen en grote zilverreiger
EP06133_1_ZEE-NAT00Z013HR;Zeearendjong doet vliegoefeningen op nest
1702_2_VOGELS-NAT00Z02ARE;Een rustplaats van aalscholvers in avondlicht
5406_3_KLEIPU-NAT00Z03K2G;De verlaten kleiputten bij Loevestein
0001GOUDPLEVI-NAT00Z03NVW;Goudplevier in zomerkleed
0001OEHOE0000-NAT00Z03NX3;Oehoe op nest met jongen
KERKUILRING03-NAT00Z0506K;Kerkuilen ringen, wegen en meten
81A_1_GRIENDV-NAT00Z00UEO;Vogeleiland Griend
303A_2_EENDNE-NAT00Z00VQO;Broedende eidereend
666A_1_IJSVOG-NAT00Z01NNI;IJsvogel op takken boven water
EP06167_2_GRA-NAT00Z01NAN;Grauwe ganzen met kleine kuikens
3001A_2_OOIEV-NAT00Z02H5M;Mensen kijken naar een ooievaarsnest in een hoogstamboomgaard
0005GRUTTO000-NAT00Z03O1W;Grote groep grutto's op verzamelplaats
0003HOUTSNIP0-NAT00Z03O0L;Foeragerende houtsnip
0302_2_LEEUWE-NAT00Z00TSO;Boompieper
1710_1_EENDEN-NAT00Z02ARX;Een grote groep eenden zwemt tussen de ijsplaten in het open water
0000HOUTSNIP0-NAT00Z03NQE;Foeragerende houtsnip
6024_3_KOEDOO-NAT00Z04XSA;Koedood als onderdeel van klimaatbuffer IJsselmonde
6024_2_KOEDOO-NAT00Z04XS9;Watergentiaan en gele plomp in bloei
910104_2_KRBE-NAT00Z02H7C;Kruisbek zoekt voedsel
0000GOUDVINK0-NAT00Z03NPJ;Goudvink etend van de bessen
0000STRANDPLE-NAT00Z03NTQ;Foeragerende en broedende strandplevier
ATELES141MAA8-NAT00Z04I5H;Bomen en vlechtheggen in Maasheggen
341A_2_SCHOLE-NAT00Z012ZH;Scholekster met kuikens
5310_4_HEMELR-NAT00Z03K1Z;Leven langs de rietranden van de Hemelrijkse Waard
0001BOERENZWA-NAT00Z03NVA;Boerenzwaluwen op trek
0000BRAAMSLUI-NAT00Z03NOM;Braamsluiper zingend
0332_3_KIEVIT-NAT00Z00TQN;Kievit met kuiken
317A_4_WEIDEV-NAT00Z00W6G;Bloemrijk nat grasland, zeer geschikt voor weidevogels
EP06092_2_TUR-NAT00Z01NHF;Tureluur foerageert in ondiep water met laagje ijs
0002KRAANVOGE-NAT00Z03NZM;Vliegende kraanvogels
OEVERLOPERFOE-NAT00Z056HW;Oeverloper langs een waterplas
118A_4_IJSVOG-NAT00Z00WDG;IJsvogel zit op wilgentak
720A_2_KRUISB-NAT00Z01NLD;Kruisbekken eten zaden
EP06167_1_FAZ-NAT00Z01NCH;Parende fazanten
900202_1_VUIL-NAT00Z02H71;Velduil in duingebied
110201_1_GAAI-NAT00Z02H4V;Gaai die naar beukennoten zoekt
060601_1_BERG-NAT00Z02H29;Bergeend aan de maaltijd
0001GELEKWIKS-NAT00Z03NVU;Gele kwikstaart op de bollen
0000GRAUWKLAU-NAT00Z03NPQ;Diverse kleden grauwe klauwier
0003HUISZWALU-NAT00Z03O0N;Huiszwaluw zoekend naar modder
0002KEMPHAAN0-NAT00Z03NZB;Ruiende kemphaan
0000ROTGANS00-NAT00Z03NT6;Rotganzen grazend op graslanden
EF07029_1_SLO-NAT00Z01NTW;Slobeenden
0002HUISZWALU-NAT00Z03NZ9;Huiszwaluw voerend bij natuurlijk nest
0002ROSSEGRUT-NAT00Z03NZZ;Rosse grutto's in vlucht
0214_1_HEGGEM-NAT00Z00TQD;Heggenmus
VONDELVOGKOEW-NAT00Z04Y35;Diverse vogelsoorten in het Vondelpark inclusief landschapshots van de Koeweide in het park
VONDELORANJEP-NAT00Z04Y32;Diverse vogels zoeken hun plekje op tijdens de drukte van Koningsdag in het Vondelpark
STADSZIGT2___-NAT00Z0507U;Vrijwilligers Gasterij Stadszigt Naarden 2 Naardermeer
VKB050_034_05-NAT00Z050QK;Ringmus voert jong
3A_1_KOOLMEES-NAT00Z00TGE;Koolmees bij nestkast
0523_2_WULPTE-NAT00Z00TWL;Wulp fouragerend langs waterkant
683A_4_RIETGO-NAT00Z01NJX;Rietgors zingend
0000FITIS0000-NAT00Z03NP6;Zingende fitis
0000BOSRUITER-NAT00Z03NOK;Bosruiter foeragerend
0004GRUTTO000-NAT00Z03O1F;Grutto broedend op schelpenstrand
47A_3_LEEUWER-NAT00Z00UFG;Zingende veldleeuwerik
680A_2_KRAANV-NAT00Z013NC;Kraanvogel bij koeien en pony's
640A_1_KIEVIT-NAT00Z01NOA;Kieviten op akker in uiterwaarden
481A_5_TORENV-NAT00Z013LD;Torenvalk op paal met bordje Staatsbosbeheer
000117_1_FUUT-NAT00Z02GZF;Balts en paring van de fuut
051604_1_STUI-NAT00Z02H1V;Steenuil, wie kijkt naar wie?
339A_3_KLUUTK-NAT00Z012WL;Kluut met kuiken
373A_4_RNSUIL-NAT00Z01378;Ransuil
0001ZEEAREND0-NAT00Z03NYJ;Zittende en vliegende zeearenden van verschillende leeftijden
0354_3_SPERWE-NAT00Z00TS3;Sperwer op plukplaats
116A_1_ZANGLI-NAT00Z00UCM;Zanglijster zoekend naar voedsel
303A_1_LEPELA-NAT00Z00WD5;Lepelaarskolonie met jongen op nest
EP06115_4_KOK-NAT00Z01NT6;Kokmeeuwkolonie
070201_1_EKST-NAT00Z02H2F;Ekster met brood en in de dakgoot
0002FUUT00000-NAT00Z03NZ0;Baltsende futen
0405_1_GEELGO-NAT00Z00TW4;Geelgors mannetje zingend
92A_2_GROTEST-NAT00Z00THC;Bedelende kuikens van visdieven
236A_2_OOIREI-NAT00Z00UHO;Ooievaar en reiger passeren elkaar in weiland
726A_1_IJSVOG-NAT00Z01NNK;IJsvogels in ochtendnevel
EP06035_1_KUI-NAT00Z01N9X;Kuifeenden, meerkoet, wintertaling en waterhoen
EP06117_4_SCH-NAT00Z01NTF;Scholeksters in weiland
VONDELVOGRECR-NAT00Z04Y36;Vogels en recreatie in het Vondelpark
SP021VOERBOOM-NAT00Z054UH;Vogels voeren boomklever en zwartkop
020402_1_GOPL-NAT00Z02H0G;Goudplevier op strand en in groep
VONDELNEILJON-NAT00Z04Y2U;Paar Nijlganzen met kuikens in het Vondelpark
564A_3_GRGANS-NAT00Z013NO;Grauwe ganzen in weiland met paardenbloemen
5403_1_WAALKA-NAT00Z03K29;De oevers van de Maas op een zomerdag
500A_1_GANZWA-NAT00Z013P9;Grauwe ganzen en kleine zwanen
970906_1_ROGA-NAT00Z02H8C;Rotgans op de Oosterschelde
52A_1_GRSPIEP-NAT00Z00TK9;Graspieper
EP06132_4_ZEE-NAT00Z013HO;Zeearend brengt prooi bij jong op nest
673A_1_ZWANEN-NAT00Z01NEB;Wilde zwanen, kleine zwanen en knobbelzwanen bij Doesburg
653A_4_VOGELS-NAT00Z01NES;Pimpelmees, merels, vinken en ringmussen
910105_1_ZEEA-NAT00Z02H7D;Zeearend in de vlucht
0002LEPELAAR0-NAT00Z03NZP;Eieren en donsjongen van de lepelaar
STRANDVOND001-NAT00Z0507W;Dode vogels op het strand
ROSGRUTRING04-NAT00Z0507M;Rosse Grutto's vangen, ringen, wegen en meten
744A_1_GROENL-NAT00Z01NNA;Een groenling in een kastanjeboom
980106_1_ROEK-NAT00Z02HJL;Roek in grasland
285A_1_BUIZER-NAT00Z00VQL;Lichte buizerd op kadaver edelhert
609A_1_WELKIP-NAT00Z00W45;Kip (Welsumer hoen) met kuikens
410A_1_TORENV-NAT00Z0137C;Jonge torenvalken
359A_1_NSTERN-NAT00Z0136U;Broedende noordse stern
673A_4_KOLGAN-NAT00Z01NJQ;Kolganzen in uiterwaarden
0000SMIENT000-NAT00Z03NTD;Smienten op het ijs
0000KROMBEKST-NAT00Z03NRL;Foeragerende krombekstrandlopers
NATUUREXCUR10-NAT00Z05077;Zeevogelexcursie op de Noordzee
678A_3_KRAANV-NAT00Z013ND;Kraanvogel vertoont begin van baltsgedrag
663A_1_MEERKO-NAT00Z01NMF;Meerkoeten in wak
051902_1_ROER-NAT00Z02H1X;Roerdomp in paalstand
74A_1_GRAUWKL-NAT00Z00TH4;Klapekster
678A_5_KRAANV-NAT00Z013MP;Kraanvogelpaar landt, baltst en paart
0002BOERENZWA-NAT00Z03NYT;Jonge boerenzwaluwen in nest
0003KOKMEEUW0-NAT00Z03O0S;Kokmeeuwen boven zee
0205_3_LIJSTE-NAT00Z00TIH;Zingende zanglijster
0195_2_WZWAAN-NAT00Z00TI7;Wilde zwanen
1710_3_EENDEN-NAT00Z02ARZ;Verschillende soorten eenden staan op schuivende ijsplaten
980304_1_OEVL-NAT00Z02H8R;Oeverloper in slenk
0000ROERDOMP0-NAT00Z03NSX;Roerdomp vissend in slootje
